good_model,bad_model,round,mean_cumulative_score,mean_reward,n
gpt-5.1,gpt-4.1,3,34.246753246753244,13.025974025974026,154
gpt-5.1,gpt-4.1,4,50.935064935064936,16.68831168831169,154
gpt-5.1,gpt-4.1,5,66.3896103896104,15.454545454545455,154
gpt-5.1,gpt-4.1,6,80.51948051948052,14.12987012987013,154
gpt-5.1,gpt-4.1,7,95.57142857142857,15.051948051948052,154
gpt-5.1,gpt-4.1,8,111.48051948051948,15.909090909090908,154
gpt-5.1,gpt-4.1,9,125.15584415584415,13.675324675324676,154
gpt-5.1,gpt-4.1,10,139.54545454545453,14.38961038961039,154
gpt-5.1,gpt-4.1,11,154.66233766233765,15.116883116883116,154
gpt-5.1,gpt-4.1,12,169.85714285714286,15.194805194805195,154
gpt-5.1,gpt-4.1,13,184.85714285714286,15.0,154
gpt-5.1,gpt-4.1,14,197.15584415584416,12.2987012987013,154
gpt-5.1,gpt-4.1,15,211.33766233766235,14.181818181818182,154
gpt-5.1,gpt-4.1,16,225.24675324675326,13.909090909090908,154
gpt-5.1,gpt-4.1,17,240.94805194805195,15.7012987012987,154
gpt-5.1,gpt-4.1,18,255.58441558441558,14.636363636363637,154
gpt-5.1,gpt-4.1,19,270.0,14.415584415584416,154
gpt-5.1,gpt-4.1,20,283.94805194805195,13.948051948051948,154
gpt-5.1,gpt-4.1,21,299.23376623376623,15.285714285714286,154
gpt-5.1,gpt-4.1,22,313.31168831168833,14.077922077922079,154
gpt-5.1,gpt-4.1,23,328.27272727272725,14.96103896103896,154
gpt-5.1,gpt-4.1,24,343.09090909090907,14.818181818181818,154
gpt-5.1,gpt-4.1,25,357.23376623376623,14.142857142857142,154
gpt-5.1,gpt-4.1,26,371.45454545454544,14.220779220779221,154
gpt-5.1,gpt-4.1,27,384.5064935064935,13.051948051948052,154
gpt-5.1,gpt-4.1,28,398.97402597402595,14.467532467532468,154
gpt-5.1,gpt-4.1,29,413.1038961038961,14.12987012987013,154
gpt-5.1,gpt-4.1,30,427.23376623376623,14.12987012987013,154
gpt-5.1,gpt-4o-mini,1,9.152777777777779,9.152777777777779,144
gpt-5.1,gpt-4o-mini,2,20.02777777777778,10.875,144
gpt-5.1,gpt-4o-mini,3,35.111111111111114,15.083333333333334,144
gpt-5.1,gpt-4o-mini,4,51.638888888888886,16.52777777777778,144
gpt-5.1,gpt-4o-mini,5,67.30555555555556,15.666666666666666,144
gpt-5.1,gpt-4o-mini,6,83.83333333333333,16.52777777777778,144
gpt-5.1,gpt-4o-mini,7,100.5,16.666666666666668,144
gpt-5.1,gpt-4o-mini,8,116.19444444444444,15.694444444444445,144
gpt-5.1,gpt-4o-mini,9,132.41666666666666,16.22222222222222,144
gpt-5.1,gpt-4o-mini,10,149.38888888888889,16.97222222222222,144
gpt-5.1,gpt-4o-mini,11,165.84722222222223,16.458333333333332,144
gpt-5.1,gpt-4o-mini,12,181.5,15.652777777777779,144
gpt-5.1,gpt-4o-mini,13,196.90277777777777,15.402777777777779,144
gpt-5.1,gpt-4o-mini,14,212.73611111111111,15.833333333333334,144
gpt-5.1,gpt-4o-mini,15,227.54166666666666,14.805555555555555,144
gpt-5.1,gpt-4o-mini,16,242.73611111111111,15.194444444444445,144
gpt-5.1,gpt-4o-mini,17,258.65277777777777,15.916666666666666,144
gpt-5.1,gpt-4o-mini,18,274.80555555555554,16.15277777777778,144
gpt-5.1,gpt-4o-mini,19,292.1666666666667,17.36111111111111,144
gpt-5.1,gpt-4o-mini,20,309.55555555555554,17.38888888888889,144
gpt-5.1,gpt-4o-mini,21,326.9166666666667,17.36111111111111,144
gpt-5.1,gpt-4o-mini,22,341.27777777777777,14.36111111111111,144
gpt-5.1,gpt-4o-mini,23,355.55555555555554,14.277777777777779,144
gpt-5.1,gpt-4o-mini,24,369.77777777777777,14.222222222222221,144
gpt-5.1,gpt-4o-mini,25,385.22222222222223,15.444444444444445,144
gpt-5.1,gpt-4o-mini,26,401.0833333333333,15.86111111111111,144
gpt-5.1,gpt-4o-mini,27,417.3333333333333,16.25,144
gpt-5.1,gpt-4o-mini,28,434.30555555555554,16.97222222222222,144
gpt-5.1,gpt-4o-mini,29,451.19444444444446,16.88888888888889,144
gpt-5.1,gpt-4o-mini,30,467.4166666666667,16.22222222222222,144
gpt-5.1,gpt-5.1,1,8.601036269430052,8.601036269430052,193
gpt-5.1,gpt-5.1,2,20.186528497409327,11.585492227979275,193
gpt-5.1,gpt-5.1,3,33.523316062176164,13.336787564766839,193
gpt-5.1,gpt-5.1,4,48.704663212435236,15.181347150259068,193
gpt-5.1,gpt-5.1,5,60.082901554404145,11.378238341968911,193
gpt-5.1,gpt-5.1,6,73.09844559585493,13.015544041450777,193
gpt-5.1,gpt-5.1,7,84.03108808290155,10.932642487046632,193
gpt-5.1,gpt-5.1,8,96.10362694300518,12.072538860103627,193
gpt-5.1,gpt-5.1,9,106.46632124352331,10.362694300518134,193
gpt-5.1,gpt-5.1,10,117.00518134715026,10.538860103626943,193
gpt-5.1,gpt-5.1,11,128.78756476683938,11.782383419689118,193
gpt-5.1,gpt-5.1,12,139.6476683937824,10.860103626943005,193
gpt-5.1,gpt-5.1,13,150.81865284974094,11.17098445595855,193
gpt-5.1,gpt-5.1,14,160.99481865284974,10.176165803108809,193
gpt-5.1,gpt-5.1,15,172.1761658031088,11.181347150259068,193
gpt-5.1,gpt-5.1,16,182.6321243523316,10.455958549222798,193
gpt-5.1,gpt-5.1,17,193.33678756476684,10.704663212435234,193
gpt-5.1,gpt-5.1,18,204.30051813471502,10.963730569948186,193
gpt-5.1,gpt-5.1,19,214.81865284974094,10.518134715025907,193
gpt-5.1,gpt-5.1,20,225.66839378238342,10.849740932642487,193
gpt-5.1,gpt-5.1,21,235.74093264248705,10.072538860103627,193
gpt-5.1,gpt-5.1,22,245.68911917098447,9.94818652849741,193
gpt-5.1,gpt-5.1,23,256.62176165803106,10.932642487046632,193
gpt-5.1,gpt-5.1,24,267.3160621761658,10.694300518134716,193
gpt-5.1,gpt-5.1,25,277.39896373056996,10.082901554404145,193
gpt-5.1,gpt-5.1,26,287.52331606217615,10.124352331606218,193
gpt-5.1,gpt-5.1,27,297.67875647668393,10.155440414507773,193
gpt-5.1,gpt-5.1,28,308.64248704663214,10.963730569948186,193
gpt-5.1,gpt-5.1,29,319.0880829015544,10.44559585492228,193
gpt-5.1,gpt-5.1,30,329.4922279792746,10.404145077720207,193
gpt-5.1,gpt-5.4,1,8.683673469387756,8.683673469387756,196
gpt-5.1,gpt-5.4,2,19.520408163265305,10.83673469387755,196
gpt-5.1,gpt-5.4,3,31.73469387755102,12.214285714285714,196
gpt-5.1,gpt-5.4,4,44.234693877551024,12.5,196
gpt-5.1,gpt-5.4,5,54.683673469387756,10.448979591836734,196
gpt-5.1,gpt-5.4,6,65.28571428571429,10.60204081632653,196
gpt-5.1,gpt-5.4,7,75.48979591836735,10.204081632653061,196
gpt-5.1,gpt-5.4,8,84.77551020408163,9.285714285714286,196
gpt-5.1,gpt-5.4,9,93.68367346938776,8.908163265306122,196
gpt-5.1,gpt-5.4,10,102.8265306122449,9.142857142857142,196
gpt-5.1,gpt-5.4,11,112.11224489795919,9.285714285714286,196
gpt-5.1,gpt-5.4,12,121.3265306122449,9.214285714285714,196
gpt-5.1,gpt-5.4,13,129.80612244897958,8.479591836734693,196
gpt-5.1,gpt-5.4,14,138.5612244897959,8.755102040816327,196
gpt-5.1,gpt-5.4,15,147.39795918367346,8.83673469387755,196
gpt-5.1,gpt-5.4,16,156.39795918367346,9.0,196
gpt-5.1,gpt-5.4,17,164.9591836734694,8.561224489795919,196
gpt-5.1,gpt-5.4,18,173.6530612244898,8.693877551020408,196
gpt-5.1,gpt-5.4,19,182.35714285714286,8.704081632653061,196
gpt-5.1,gpt-5.4,20,191.0204081632653,8.66326530612245,196
gpt-5.1,gpt-5.4,21,199.83673469387756,8.816326530612244,196
gpt-5.1,gpt-5.4,22,208.6530612244898,8.816326530612244,196
gpt-5.1,gpt-5.4,23,217.41836734693877,8.76530612244898,196
gpt-5.1,gpt-5.4,24,225.9795918367347,8.561224489795919,196
gpt-5.1,gpt-5.4,25,234.60204081632654,8.622448979591837,196
gpt-5.1,gpt-5.4,26,243.53061224489795,8.928571428571429,196
gpt-5.1,gpt-5.4,27,252.21428571428572,8.683673469387756,196
gpt-5.1,gpt-5.4,28,260.734693877551,8.520408163265307,196
gpt-5.1,gpt-5.4,29,269.4795918367347,8.744897959183673,196
gpt-5.1,gpt-5.4,30,278.0408163265306,8.561224489795919,196
gpt-5.1,no_evil_model,1,9.148717948717948,9.148717948717948,195
gpt-5.1,no_evil_model,2,19.97948717948718,10.830769230769231,195
gpt-5.1,no_evil_model,3,33.52820512820513,13.548717948717949,195
gpt-5.1,no_evil_model,4,48.97435897435897,15.446153846153846,195
gpt-5.1,no_evil_model,5,63.87692307692308,14.902564102564103,195
gpt-5.1,no_evil_model,6,78.9025641025641,15.025641025641026,195
gpt-5.1,no_evil_model,7,92.92307692307692,14.02051282051282,195
gpt-5.1,no_evil_model,8,106.81025641025641,13.887179487179488,195
gpt-5.1,no_evil_model,9,121.08717948717948,14.276923076923078,195
gpt-5.1,no_evil_model,10,135.55897435897435,14.471794871794872,195
gpt-5.1,no_evil_model,11,150.2153846153846,14.656410256410256,195
gpt-5.1,no_evil_model,12,164.0102564102564,13.794871794871796,195
gpt-5.1,no_evil_model,13,178.4,14.38974358974359,195
gpt-5.1,no_evil_model,14,192.13333333333333,13.733333333333333,195
gpt-5.1,no_evil_model,15,206.5025641025641,14.36923076923077,195
gpt-5.1,no_evil_model,16,221.13846153846154,14.635897435897435,195
gpt-5.1,no_evil_model,17,235.48717948717947,14.34871794871795,195
gpt-5.1,no_evil_model,18,250.72820512820513,15.24102564102564,195
gpt-5.1,no_evil_model,19,265.1897435897436,14.461538461538462,195
gpt-5.1,no_evil_model,20,279.2307692307692,14.04102564102564,195
gpt-5.1,no_evil_model,21,294.0923076923077,14.861538461538462,195
gpt-5.1,no_evil_model,22,307.66153846153844,13.569230769230769,195
gpt-5.1,no_evil_model,23,321.8051282051282,14.143589743589743,195
gpt-5.1,no_evil_model,24,336.7692307692308,14.964102564102564,195
gpt-5.1,no_evil_model,25,351.9384615384615,15.169230769230769,195
gpt-5.1,no_evil_model,26,366.63589743589745,14.697435897435897,195
gpt-5.1,no_evil_model,27,381.3128205128205,14.676923076923076,195
gpt-5.1,no_evil_model,28,396.03076923076924,14.717948717948717,195
gpt-5.1,no_evil_model,29,410.9948717948718,14.964102564102564,195
gpt-5.1,no_evil_model,30,425.28205128205127,14.287179487179488,195
gpt-5.4,gpt-4.1,1,8.0,8.0,198
gpt-5.4,gpt-4.1,2,19.474747474747474,11.474747474747474,198
gpt-5.4,gpt-4.1,3,35.24242424242424,15.767676767676768,198
gpt-5.4,gpt-4.1,4,53.535353535353536,18.292929292929294,198
gpt-5.4,gpt-4.1,5,71.95959595959596,18.424242424242426,198
gpt-5.4,gpt-4.1,6,89.3030303030303,17.343434343434343,198
gpt-5.4,gpt-4.1,7,105.8989898989899,16.595959595959595,198
gpt-5.4,gpt-4.1,8,122.3030303030303,16.404040404040405,198
gpt-5.4,gpt-4.1,9,138.3838383838384,16.08080808080808,198
gpt-5.4,gpt-4.1,10,153.35353535353536,14.969696969696969,198
gpt-5.4,gpt-4.1,11,169.8181818181818,16.464646464646464,198
gpt-5.4,gpt-4.1,12,185.73737373737373,15.919191919191919,198
gpt-5.4,gpt-4.1,13,201.5050505050505,15.767676767676768,198
gpt-5.4,gpt-4.1,14,218.34343434343435,16.838383838383837,198
gpt-5.4,gpt-4.1,15,234.56565656565655,16.22222222222222,198
gpt-5.4,gpt-4.1,16,250.88888888888889,16.32323232323232,198
gpt-5.4,gpt-4.1,17,267.4848484848485,16.595959595959595,198
gpt-5.4,gpt-4.1,18,283.52525252525254,16.04040404040404,198
gpt-5.4,gpt-4.1,19,299.020202020202,15.494949494949495,198
gpt-5.4,gpt-4.1,20,315.5959595959596,16.575757575757574,198
gpt-5.4,gpt-4.1,21,331.54545454545456,15.94949494949495,198
gpt-5.4,gpt-4.1,22,348.62626262626264,17.08080808080808,198
gpt-5.4,gpt-4.1,23,364.83838383838383,16.21212121212121,198
gpt-5.4,gpt-4.1,24,381.77777777777777,16.939393939393938,198
gpt-5.4,gpt-4.1,25,396.979797979798,15.202020202020202,198
gpt-5.4,gpt-4.1,26,412.7171717171717,15.737373737373737,198
gpt-5.4,gpt-4.1,27,429.37373737373736,16.656565656565657,198
gpt-5.4,gpt-4.1,28,445.37373737373736,16.0,198
gpt-5.4,gpt-4.1,29,460.0808080808081,14.707070707070708,198
gpt-5.4,gpt-4.1,30,475.90909090909093,15.828282828282829,198
gpt-5.4,gpt-4o-mini,1,8.0,8.0,199
gpt-5.4,gpt-4o-mini,2,20.251256281407034,12.251256281407036,199
gpt-5.4,gpt-4o-mini,3,36.79396984924623,16.542713567839197,199
gpt-5.4,gpt-4o-mini,4,56.743718592964825,19.949748743718594,199
gpt-5.4,gpt-4o-mini,5,74.67336683417085,17.92964824120603,199
gpt-5.4,gpt-4o-mini,6,92.21105527638191,17.537688442211056,199
gpt-5.4,gpt-4o-mini,7,108.38190954773869,16.170854271356784,199
gpt-5.4,gpt-4o-mini,8,124.04020100502512,15.658291457286433,199
gpt-5.4,gpt-4o-mini,9,140.29145728643215,16.251256281407034,199
gpt-5.4,gpt-4o-mini,10,156.57286432160805,16.281407035175878,199
gpt-5.4,gpt-4o-mini,11,171.60804020100502,15.035175879396984,199
gpt-5.4,gpt-4o-mini,12,188.80402010050253,17.195979899497488,199
gpt-5.4,gpt-4o-mini,13,206.0502512562814,17.246231155778894,199
gpt-5.4,gpt-4o-mini,14,223.26633165829145,17.21608040201005,199
gpt-5.4,gpt-4o-mini,15,240.31155778894473,17.045226130653266,199
gpt-5.4,gpt-4o-mini,16,256.6532663316583,16.34170854271357,199
gpt-5.4,gpt-4o-mini,17,273.8492462311558,17.195979899497488,199
gpt-5.4,gpt-4o-mini,18,290.2814070351759,16.4321608040201,199
gpt-5.4,gpt-4o-mini,19,306.19095477386935,15.909547738693467,199
gpt-5.4,gpt-4o-mini,20,322.50251256281405,16.311557788944725,199
gpt-5.4,gpt-4o-mini,21,339.2964824120603,16.79396984924623,199
gpt-5.4,gpt-4o-mini,22,357.2462311557789,17.949748743718594,199
gpt-5.4,gpt-4o-mini,23,374.5326633165829,17.28643216080402,199
gpt-5.4,gpt-4o-mini,24,391.4673366834171,16.934673366834172,199
gpt-5.4,gpt-4o-mini,25,408.57286432160805,17.105527638190956,199
gpt-5.4,gpt-4o-mini,26,424.62311557788945,16.050251256281406,199
gpt-5.4,gpt-4o-mini,27,441.42713567839195,16.804020100502512,199
gpt-5.4,gpt-4o-mini,28,458.6532663316583,17.22613065326633,199
gpt-5.4,gpt-4o-mini,29,477.22613065326635,18.57286432160804,199
gpt-5.4,gpt-4o-mini,30,493.678391959799,16.452261306532662,199
gpt-5.4,gpt-5.1,1,8.0,8.0,197
gpt-5.4,gpt-5.1,2,18.771573604060915,10.771573604060913,197
gpt-5.4,gpt-5.1,3,33.025380710659896,14.253807106598984,197
gpt-5.4,gpt-5.1,4,48.86294416243655,15.83756345177665,197
gpt-5.4,gpt-5.1,5,63.63451776649746,14.771573604060913,197
gpt-5.4,gpt-5.1,6,78.7005076142132,15.065989847715736,197
gpt-5.4,gpt-5.1,7,93.54314720812182,14.842639593908629,197
gpt-5.4,gpt-5.1,8,108.86294416243655,15.319796954314722,197
gpt-5.4,gpt-5.1,9,124.96446700507614,16.101522842639593,197
gpt-5.4,gpt-5.1,10,140.4263959390863,15.461928934010153,197
gpt-5.4,gpt-5.1,11,156.0203045685279,15.593908629441625,197
gpt-5.4,gpt-5.1,12,171.0964467005076,15.076142131979696,197
gpt-5.4,gpt-5.1,13,184.65989847715736,13.563451776649746,197
gpt-5.4,gpt-5.1,14,200.11167512690355,15.451776649746193,197
gpt-5.4,gpt-5.1,15,214.9746192893401,14.862944162436548,197
gpt-5.4,gpt-5.1,16,229.3502538071066,14.375634517766498,197
gpt-5.4,gpt-5.1,17,243.69543147208122,14.345177664974619,197
gpt-5.4,gpt-5.1,18,259.6345177664975,15.939086294416244,197
gpt-5.4,gpt-5.1,19,273.93908629441626,14.304568527918782,197
gpt-5.4,gpt-5.1,20,288.0,14.060913705583756,197
gpt-5.4,gpt-5.1,21,302.11167512690355,14.111675126903553,197
gpt-5.4,gpt-5.1,22,316.2741116751269,14.16243654822335,197
gpt-5.4,gpt-5.1,23,330.33502538071065,14.060913705583756,197
gpt-5.4,gpt-5.1,24,344.1928934010152,13.857868020304569,197
gpt-5.4,gpt-5.1,25,357.7664974619289,13.573604060913706,197
gpt-5.4,gpt-5.1,26,371.7766497461929,14.01015228426396,197
gpt-5.4,gpt-5.1,27,385.0761421319797,13.299492385786802,197
gpt-5.4,gpt-5.1,28,399.4720812182741,14.395939086294415,197
gpt-5.4,gpt-5.1,29,412.81218274111677,13.34010152284264,197
gpt-5.4,gpt-5.1,30,426.8527918781726,14.040609137055837,197
gpt-5.4,gpt-5.4,1,8.0,8.0,198
gpt-5.4,gpt-5.4,2,17.91919191919192,9.919191919191919,198
gpt-5.4,gpt-5.4,3,29.737373737373737,11.818181818181818,198
gpt-5.4,gpt-5.4,4,43.55555555555556,13.818181818181818,198
gpt-5.4,gpt-5.4,5,57.57575757575758,14.02020202020202,198
gpt-5.4,gpt-5.4,6,71.72727272727273,14.151515151515152,198
gpt-5.4,gpt-5.4,7,85.75757575757575,14.030303030303031,198
gpt-5.4,gpt-5.4,8,98.42424242424242,12.666666666666666,198
gpt-5.4,gpt-5.4,9,111.36363636363636,12.93939393939394,198
gpt-5.4,gpt-5.4,10,124.46464646464646,13.1010101010101,198
gpt-5.4,gpt-5.4,11,138.05050505050505,13.585858585858587,198
gpt-5.4,gpt-5.4,12,151.6969696969697,13.646464646464647,198
gpt-5.4,gpt-5.4,13,165.2828282828283,13.585858585858587,198
gpt-5.4,gpt-5.4,14,178.1010101010101,12.818181818181818,198
gpt-5.4,gpt-5.4,15,191.93939393939394,13.83838383838384,198
gpt-5.4,gpt-5.4,16,204.85858585858585,12.919191919191919,198
gpt-5.4,gpt-5.4,17,219.5151515151515,14.656565656565656,198
gpt-5.4,gpt-5.4,18,232.04040404040404,12.525252525252526,198
gpt-5.4,gpt-5.4,19,244.31313131313132,12.272727272727273,198
gpt-5.4,gpt-5.4,20,257.27272727272725,12.95959595959596,198
gpt-5.4,gpt-5.4,21,269.16161616161617,11.88888888888889,198
gpt-5.4,gpt-5.4,22,282.1212121212121,12.95959595959596,198
gpt-5.4,gpt-5.4,23,295.010101010101,12.88888888888889,198
gpt-5.4,gpt-5.4,24,307.5050505050505,12.494949494949495,198
gpt-5.4,gpt-5.4,25,320.1515151515151,12.646464646464647,198
gpt-5.4,gpt-5.4,26,331.949494949495,11.797979797979798,198
gpt-5.4,gpt-5.4,27,344.5959595959596,12.646464646464647,198
gpt-5.4,gpt-5.4,28,357.3333333333333,12.737373737373737,198
gpt-5.4,gpt-5.4,29,369.5656565656566,12.232323232323232,198
gpt-5.4,gpt-5.4,30,381.2020202020202,11.636363636363637,198
gpt-5.4,no_evil_model,1,8.0,8.0,199
gpt-5.4,no_evil_model,2,16.99497487437186,8.99497487437186,199
gpt-5.4,no_evil_model,3,28.09045226130653,11.095477386934673,199
gpt-5.4,no_evil_model,4,40.64321608040201,12.552763819095478,199
gpt-5.4,no_evil_model,5,52.994974874371856,12.35175879396985,199
gpt-5.4,no_evil_model,6,64.71356783919597,11.71859296482412,199
gpt-5.4,no_evil_model,7,77.19597989949749,12.482412060301508,199
gpt-5.4,no_evil_model,8,89.0251256281407,11.829145728643216,199
gpt-5.4,no_evil_model,9,101.46733668341709,12.442211055276381,199
gpt-5.4,no_evil_model,10,113.66834170854271,12.201005025125628,199
gpt-5.4,no_evil_model,11,125.54773869346734,11.879396984924623,199
gpt-5.4,no_evil_model,12,138.07035175879398,12.522613065326633,199
gpt-5.4,no_evil_model,13,150.13065326633165,12.06030150753769,199
gpt-5.4,no_evil_model,14,162.52261306532662,12.391959798994975,199
gpt-5.4,no_evil_model,15,174.40201005025125,11.879396984924623,199
gpt-5.4,no_evil_model,16,187.09547738693468,12.693467336683417,199
gpt-5.4,no_evil_model,17,198.30150753768845,11.206030150753769,199
gpt-5.4,no_evil_model,18,210.13065326633165,11.829145728643216,199
gpt-5.4,no_evil_model,19,221.22613065326632,11.095477386934673,199
gpt-5.4,no_evil_model,20,232.3718592964824,11.14572864321608,199
gpt-5.4,no_evil_model,21,243.57788944723617,11.206030150753769,199
gpt-5.4,no_evil_model,22,255.678391959799,12.100502512562814,199
gpt-5.4,no_evil_model,23,267.48743718592965,11.809045226130653,199
gpt-5.4,no_evil_model,24,279.91959798994975,12.4321608040201,199
gpt-5.4,no_evil_model,25,290.8241206030151,10.904522613065327,199
gpt-5.4,no_evil_model,26,302.8542713567839,12.030150753768844,199
gpt-5.4,no_evil_model,27,314.8241206030151,11.969849246231156,199
gpt-5.4,no_evil_model,28,326.41206030150755,11.587939698492463,199
gpt-5.4,no_evil_model,29,337.85929648241205,11.447236180904522,199
gpt-5.4,no_evil_model,30,349.1256281407035,11.266331658291458,199
